NODE_KEY,PARENT_KEY.NODE_KEY,SO_ITEM_POS,PRODUCT_GUID.NODE_KEY,NOTE_GUID.NODE_KEY,CURRENCY_CODE,GROSS_AMOUNT,NET_AMOUNT,TAX_AMOUNT,ITEM_ATP_STATUS,OP_ITEM_POS,DATAAGING,DUMMY
5EF3FD3648631ED5AFBB06AAB73373EF,5EF3FD3648631ED5AFBB06AAB71673EF,0000000080,5EF3FD3648631ED5AFBB0617389A93E6,5EF3FD3648631ED5AFBB06AAB72433EF,CHF,92.82,78.00,14.82,,,00000000,
5EF3FD3648631ED5AFBB06AAB73393EF,5EF3FD3648631ED5AFBB06AAB71673EF,0000000090,5EF3FD3648631ED5AFBB0617389AB3E6,5EF3FD3648631ED5AFBB06AAB72453EF,USD,16.64,13.98,2.66,,,00000000,
5EF3FD3648631ED5AFBB06AAB733B3EF,5EF3FD3648631ED5AFBB06AAB71693EF,0000000010,5EF3FD3648631ED5AFBB0617389AD3E6,5EF3FD3648631ED5AFBB06AAB72473EF,EUR,21.40,17.98,3.42,,,00000000,
5EF3FD3648631ED5AFBB06AAB733D3EF,5EF3FD3648631ED5AFBB06AAB71693EF,0000000020,5EF3FD3648631ED5AFBB0617389AF3E6,5EF3FD3648631ED5AFBB06AAB72493EF,USD,15.46,12.99,2.47,,,00000000,
5EF3FD3648631ED5AFBB06AAB733F3EF,5EF3FD3648631ED5AFBB06AAB71693EF,0000000030,5EF3FD3648631ED5AFBB0617389B13E6,5EF3FD3648631ED5AFBB06AAB724B3EF,JPY,33.32,28.00,5.32,,,00000000,
5EF3FD3648631ED5AFBB06AAB73413EF,5EF3FD3648631ED5AFBB06AAB716B3EF,0000000010,5EF3FD3648631ED5AFBB0617389CB3E6,5EF3FD3648631ED5AFBB06AAB724D3EF,USD,106.98,89.90,17.08,,,00000000,
5EF3FD3648631ED5AFBB06AAB73433EF,5EF3FD3648631ED5AFBB06AAB716B3EF,0000000020,5EF3FD3648631ED5AFBB0617389D93E6,5EF3FD3648631ED5AFBB06AAB724F3EF,ARS,71.16,59.80,11.36,,,00000000,
5EF3FD3648631ED5AFBB06AAB73453EF,5EF3FD3648631ED5AFBB06AAB716D3EF,0000000010,5EF3FD3648631ED5AFBB0617389CB3E6,5EF3FD3648631ED5AFBB06AAB72513EF,USD,320.94,269.70,51.24,,,00000000,
5EF3FD3648631ED5AFBB06AAB73473EF,5EF3FD3648631ED5AFBB06AAB716D3EF,0000000020,5EF3FD3648631ED5AFBB0617389CD3E6,5EF3FD3648631ED5AFBB06AAB72533EF,EUR,285.24,239.70,45.54,,,00000000,
5EF3FD3648631ED5AFBB06AAB73493EF,5EF3FD3648631ED5AFBB06AAB716D3EF,0000000030,5EF3FD3648631ED5AFBB0617389CF3E6,5EF3FD3648631ED5AFBB06AAB72553EF,USD,82.11,69.00,13.11,,,00000000,
5EF3FD3648631ED5AFBB06AAB734B3EF,5EF3FD3648631ED5AFBB06AAB716D3EF,0000000040,5EF3FD3648631ED5AFBB0617389D13E6,5EF3FD3648631ED5AFBB06AAB72573EF,EUR,183.26,154.00,29.26,,,00000000,
5EF3FD3648631ED5AFBB06AAB734D3EF,5EF3FD3648631ED5AFBB06AAB716F3EF,0000000010,5EF3FD3648631ED5AFBB0617389B33E6,5EF3FD3648631ED5AFBB06AAB72593EF,ARS,253.11,212.70,40.41,,,00000000,
5EF3FD3648631ED5AFBB06AAB734F3EF,5EF3FD3648631ED5AFBB06AAB716F3EF,0000000020,5EF3FD3648631ED5AFBB0617389B53E6,5EF3FD3648631ED5AFBB06AAB725B3EF,ZAR,97.22,81.70,15.52,,,00000000,
5EF3FD3648631ED5AFBB06AAB73513EF,5EF3FD3648631ED5AFBB06AAB716F3EF,0000000030,5EF3FD3648631ED5AFBB0617389B73E6,5EF3FD3648631ED5AFBB06AAB725D3EF,USD,361.28,303.60,57.68,,,00000000,
5EF3FD3648631ED5AFBB06AAB73533EF,5EF3FD3648631ED5AFBB06AAB716F3EF,0000000040,5EF3FD3648631ED5AFBB0617389B93E6,5EF3FD3648631ED5AFBB06AAB725F3EF,EUR,166.59,139.99,26.60,,,00000000,
5EF3FD3648631ED5AFBB06AAB73553EF,5EF3FD3648631ED5AFBB06AAB716F3EF,0000000050,5EF3FD3648631ED5AFBB0617389BB3E6,5EF3FD3648631ED5AFBB06AAB72613EF,INR,460.53,387.00,73.53,,,00000000,
5EF3FD3648631ED5AFBB06AAB73573EF,5EF3FD3648631ED5AFBB06AAB716F3EF,0000000060,5EF3FD3648631ED5AFBB0617389BD3E6,5EF3FD3648631ED5AFBB06AAB72633EF,PLN,105.91,89.00,16.91,,,00000000,
5EF3FD3648631ED5AFBB2295479EF502,5EF3FD3648631ED5AFBB2295479ED502,0000000010,5EF3FD3648631ED5AFBB06173896D3E6,00000000000000000000000000000000,EUR,1137.64,956.00,181.64,,,00000000,
5EF3FD3648631ED5AFBB22CCF052D502,5EF3FD3648631ED5AFBB22CCF0523502,0000000010,5EF3FD3648631ED5AFBB0617389913E6,00000000000000000000000000000000,ARS,4081.70,3430.00,651.70,,,00000000,
5EF3FD3648631ED5AFBB22E787ECF502,5EF3FD3648631ED5AFBB22E787EC9502,0000000010,5EF3FD3648631ED5AFBB06173896D3E6,00000000000000000000000000000000,EUR,1137.64,956.00,181.64,,20,00000000,
5EF3FD3648631ED5B0878EA0F59D0D9D,5EF3FD3648631ED5B0878EA0F58B4D9D,0000000010,5EF3FD3648631ED5AFBB06173896D3E6,5EF3FD3648631ED5B0878EA0F58DCD9D,EUR,1137.64,956.00,181.64,,,00000000,
5EF3FD3648631ED5B0878EA0F59D2D9D,5EF3FD3648631ED5B0878EA0F58B4D9D,0000000020,5EF3FD3648631ED5AFBB06173896F3E6,5EF3FD3648631ED5B0878EA0F58DED9D,EUR,2972.62,2498.00,474.62,,,00000000,
5EF3FD3648631ED5B0878EA0F59D4D9D,5EF3FD3648631ED5B0878EA0F58B4D9D,0000000030,5EF3FD3648631ED5AFBB0617389713E6,5EF3FD3648631ED5B0878EA0F58E0D9D,USD,3736.60,3140.00,596.60,,,00000000,
5EF3FD3648631ED5B0878EA0F59D6D9D,5EF3FD3648631ED5B0878EA0F58B4D9D,0000000040,5EF3FD3648631ED5AFBB0617389733E6,5EF3FD3648631ED5B0878EA0F58E2D9D,EUR,3927.00,3300.00,627.00,,,00000000,
5EF3FD3648631ED5B0878EA0F59D8D9D,5EF3FD3648631ED5B0878EA0F58B4D9D,0000000050,5EF3FD3648631ED5AFBB0617389753E6,5EF3FD3648631ED5B0878EA0F58E4D9D,USD,1067.43,897.00,170.43,,,00000000,
5EF3FD3648631ED5B0878EA0F59DAD9D,5EF3FD3648631ED5B0878EA0F58B4D9D,0000000060,5EF3FD3648631ED5AFBB0617389773E6,5EF3FD3648631ED5B0878EA0F58E6D9D,EUR,4757.62,3998.00,759.62,,,00000000,
5EF3FD3648631ED5B0878EA0F59DCD9D,5EF3FD3648631ED5B0878EA0F58B4D9D,0000000070,5EF3FD3648631ED5AFBB0617389793E6,5EF3FD3648631ED5B0878EA0F58E8D9D,JPY,5471.62,4598.00,873.62,,,00000000,
5EF3FD3648631ED5B0878EA0F59DED9D,5EF3FD3648631ED5B0878EA0F58B4D9D,0000000080,5EF3FD3648631ED5AFBB0617389833E6,5EF3FD3648631ED5B0878EA0F58EAD9D,EUR,547.40,460.00,87.40,,,00000000,
5EF3FD3648631ED5B0878EA0F59E0D9D,5EF3FD3648631ED5B0878EA0F58B4D9D,0000000090,5EF3FD3648631ED5AFBB0617389853E6,5EF3FD3648631ED5B0878EA0F58ECD9D,GBP,1017.45,855.00,162.45,,,00000000,
5EF3FD3648631ED5B0878EA0F59E2D9D,5EF3FD3648631ED5B0878EA0F58B4D9D,0000000100,5EF3FD3648631ED5AFBB0617389873E6,5EF3FD3648631ED5B0878EA0F58EED9D,EUR,1231.65,1035.00,196.65,,,00000000,
5EF3FD3648631ED5B0878EA0F59E4D9D,5EF3FD3648631ED5B0878EA0F58B6D9D,0000000010,5EF3FD3648631ED5AFBB0617389833E6,5EF3FD3648631ED5B0878EA0F58F0D9D,EUR,547.40,460.00,87.40,,,00000000,
5EF3FD3648631ED5B0878EA0F59E6D9D,5EF3FD3648631ED5B0878EA0F58B6D9D,0000000020,5EF3FD3648631ED5AFBB0617389853E6,5EF3FD3648631ED5B0878EA0F58F2D9D,GBP,339.15,285.00,54.15,,,00000000,
5EF3FD3648631ED5B0878EA0F59E8D9D,5EF3FD3648631ED5B0878EA0F58B6D9D,0000000030,5EF3FD3648631ED5AFBB0617389873E6,5EF3FD3648631ED5B0878EA0F58F4D9D,EUR,821.10,690.00,131.10,,,00000000,
5EF3FD3648631ED5B0878EA0F59EAD9D,5EF3FD3648631ED5B0878EA0F58B6D9D,0000000040,5EF3FD3648631ED5AFBB0617389893E6,5EF3FD3648631ED5B0878EA0F58F6D9D,USD,949.62,798.00,151.62,,,00000000,
5EF3FD3648631ED5B0878EA0F59ECD9D,5EF3FD3648631ED5B0878EA0F58B6D9D,0000000050,5EF3FD3648631ED5AFBB06173898B3E6,5EF3FD3648631ED5B0878EA0F58F8D9D,CAD,1023.40,860.00,163.40,,,00000000,
5EF3FD3648631ED5B0878EA0F59EED9D,5EF3FD3648631ED5B0878EA0F58B6D9D,0000000060,5EF3FD3648631ED5AFBB06173898D3E6,5EF3FD3648631ED5B0878EA0F58FAD9D,MXN,2927.40,2460.00,467.40,,,00000000,
5EF3FD3648631ED5B0878EA0F59F0D9D,5EF3FD3648631ED5B0878EA0F58B6D9D,0000000070,5EF3FD3648631ED5AFBB06173897B3E6,5EF3FD3648631ED5B0878EA0F58FCD9D,EUR,1638.63,1377.00,261.63,,,00000000,
5EF3FD3648631ED5B0878EA0F59F2D9D,5EF3FD3648631ED5B0878EA0F58B6D9D,0000000080,5EF3FD3648631ED5AFBB06173897D3E6,5EF3FD3648631ED5B0878EA0F58FED9D,MXN,531.93,447.00,84.93,,,00000000,
5EF3FD3648631ED5B0878EA0F59F4D9D,5EF3FD3648631ED5B0878EA0F58B6D9D,0000000090,5EF3FD3648631ED5AFBB06173897F3E6,5EF3FD3648631ED5B0878EA0F5900D9D,ARS,3996.02,3358.00,638.02,,,00000000,
5EF3FD3648631ED5B0878EA0F59F6D9D,5EF3FD3648631ED5B0878EA0F58B6D9D,0000000100,5EF3FD3648631ED5AFBB0617389813E6,5EF3FD3648631ED5B0878EA0F5902D9D,USD,1827.84,1536.00,291.84,,,00000000,
5EF3FD3648631ED5B0878EA0F59F8D9D,5EF3FD3648631ED5B0878EA0F58B8D9D,0000000010,5EF3FD3648631ED5AFBB06173898F3E6,5EF3FD3648631ED5B0878EA0F5904D9D,EUR,2963.10,2490.00,473.10,,,00000000,
5EF3FD3648631ED5B0878EA0F59FAD9D,5EF3FD3648631ED5B0878EA0F58B8D9D,0000000020,5EF3FD3648631ED5AFBB0617389913E6,5EF3FD3648631ED5B0878EA0F5906D9D,ARS,583.10,490.00,93.10,,,00000000,
5EF3FD3648631ED5B0878EA0F59FCD9D,5EF3FD3648631ED5B0878EA0F58B8D9D,0000000030,5EF3FD3648631ED5AFBB0617389933E6,5EF3FD3648631ED5B0878EA0F5908D9D,EUR,830.62,698.00,132.62,,,00000000,
5EF3FD3648631ED5B0878EA0F59FED9D,5EF3FD3648631ED5B0878EA0F58B8D9D,0000000040,5EF3FD3648631ED5AFBB0617389953E6,5EF3FD3648631ED5B0878EA0F590AD9D,RUB,330.82,278.00,52.82,,,00000000,
5EF3FD3648631ED5B0878EA0F5A00D9D,5EF3FD3648631ED5B0878EA0F58B8D9D,0000000050,5EF3FD3648631ED5AFBB0617389973E6,5EF3FD3648631ED5B0878EA0F590CD9D,USD,117.81,99.00,18.81,,,00000000,
5EF3FD3648631ED5B0878EA0F5A02D9D,5EF3FD3648631ED5B0878EA0F58B8D9D,0000000060,5EF3FD3648631ED5AFBB0617389993E6,5EF3FD3648631ED5B0878EA0F590ED9D,EUR,404.60,340.00,64.60,,,00000000,
5EF3FD3648631ED5B0878EA0F5A04D9D,5EF3FD3648631ED5B0878EA0F58B8D9D,0000000070,5EF3FD3648631ED5AFBB06173899B3E6,5EF3FD3648631ED5B0878EA0F5910D9D,EUR,117.81,99.00,18.81,,,00000000,
5EF3FD3648631ED5B0878EA0F5A06D9D,5EF3FD3648631ED5B0878EA0F58B8D9D,0000000080,5EF3FD3648631ED5AFBB06173899D3E6,5EF3FD3648631ED5B0878EA0F5912D9D,JPY,283.22,238.00,45.22,,,00000000,
5EF3FD3648631ED5B0878EA0F5A08D9D,5EF3FD3648631ED5B0878EA0F58BAD9D,0000000010,5EF3FD3648631ED5AFBB0617389B93E6,5EF3FD3648631ED5B0878EA0F5914D9D,EUR,499.76,419.97,79.79,,,00000000,
5EF3FD3648631ED5B0878EA0F5A0AD9D,5EF3FD3648631ED5B0878EA0F58BAD9D,0000000020,5EF3FD3648631ED5AFBB0617389BB3E6,5EF3FD3648631ED5B0878EA0F5916D9D,INR,460.53,387.00,73.53,,,00000000,
5EF3FD3648631ED5B0878EA0F5A0CD9D,5EF3FD3648631ED5B0878EA0F58BAD9D,0000000030,5EF3FD3648631ED5AFBB0617389BD3E6,5EF3FD3648631ED5B0878EA0F5918D9D,PLN,317.73,267.00,50.73,,,00000000,
5EF3FD3648631ED5B0878EA0F5A0ED9D,5EF3FD3648631ED5B0878EA0F58BAD9D,0000000040,5EF3FD3648631ED5AFBB0617389BF3E6,5EF3FD3648631ED5B0878EA0F591AD9D,ARS,201.11,169.00,32.11,,,00000000,
5EF3FD3648631ED5B0878EA0F5A10D9D,5EF3FD3648631ED5B0878EA0F58BAD9D,0000000050,5EF3FD3648631ED5AFBB0617389C13E6,5EF3FD3648631ED5B0878EA0F591CD9D,CNY,224.91,189.00,35.91,,,00000000,
5EF3FD3648631ED5B0878EA0F5A12D9D,5EF3FD3648631ED5B0878EA0F58BCD9D,0000000010,5EF3FD3648631ED5AFBB0617389CB3E6,5EF3FD3648631ED5B0878EA0F591ED9D,USD,213.96,179.80,34.16,,,00000000,
5EF3FD3648631ED5B0878EA0F5A14D9D,5EF3FD3648631ED5B0878EA0F58BCD9D,0000000020,5EF3FD3648631ED5AFBB0617389CD3E6,5EF3FD3648631ED5B0878EA0F5920D9D,EUR,95.08,79.90,15.18,,,00000000,
5EF3FD3648631ED5B0878EA0F5A16D9D,5EF3FD3648631ED5B0878EA0F58BCD9D,0000000030,5EF3FD3648631ED5AFBB0617389CF3E6,5EF3FD3648631ED5B0878EA0F5922D9D,USD,164.22,138.00,26.22,,,00000000,
5EF3FD3648631ED5B0878EA0F5A18D9D,5EF3FD3648631ED5B0878EA0F58BCD9D,0000000040,5EF3FD3648631ED5AFBB0617389D13E6,5EF3FD3648631ED5B0878EA0F5924D9D,EUR,91.63,77.00,14.63,,,00000000,
5EF3FD3648631ED5B0878EA0F5A1AD9D,5EF3FD3648631ED5B0878EA0F58BCD9D,0000000050,5EF3FD3648631ED5AFBB0617389D33E6,5EF3FD3648631ED5B0878EA0F5926D9D,JPY,196.35,165.00,31.35,,,00000000,
5EF3FD3648631ED5B0878EA0F5A1CD9D,5EF3FD3648631ED5B0878EA0F58BED9D,0000000010,5EF3FD3648631ED5AFBB0617389F53E6,5EF3FD3648631ED5B0878EA0F5928D9D,EUR,5950.00,5000.00,950.00,,,00000000,
5EF3FD3648631ED5B0878EA0F5A1ED9D,5EF3FD3648631ED5B0878EA0F58BED9D,0000000020,5EF3FD3648631ED5AFBB0617389F73E6,5EF3FD3648631ED5B0878EA0F592AD9D,JPY,35700.00,30000.00,5700.00,,,00000000,
5EF3FD3648631ED5B0878EA0F5A20D9D,5EF3FD3648631ED5B0878EA0F58BED9D,0000000030,5EF3FD3648631ED5AFBB0617389F93E6,5EF3FD3648631ED5B0878EA0F592CD9D,EUR,59500.00,50000.00,9500.00,,,00000000,
5EF3FD3648631ED5B0878EA0F5A22D9D,5EF3FD3648631ED5B0878EA0F58BED9D,0000000040,5EF3FD3648631ED5AFBB0617389DB3E6,5EF3FD3648631ED5B0878EA0F592ED9D,USD,31.77,26.70,5.07,,,00000000,
5EF3FD3648631ED5B0878EA0F5A24D9D,5EF3FD3648631ED5B0878EA0F58BED9D,0000000050,5EF3FD3648631ED5AFBB0617389DD3E6,5EF3FD3648631ED5B0878EA0F5930D9D,EUR,16.42,13.80,2.62,,,00000000,
5EF3FD3648631ED5B0878EA0F5A26D9D,5EF3FD3648631ED5B0878EA0F58BED9D,0000000060,5EF3FD3648631ED5AFBB0617389DF3E6,5EF3FD3648631ED5B0878EA0F5932D9D,GBP,92.82,78.00,14.82,,,00000000,
5EF3FD3648631ED5B0878EA0F5A28D9D,5EF3FD3648631ED5B0878EA0F58BED9D,0000000070,5EF3FD3648631ED5AFBB0617389E13E6,5EF3FD3648631ED5B0878EA0F5934D9D,EUR,8.21,6.90,1.31,,,00000000,
5EF3FD3648631ED5B0878EA0F5A2AD9D,5EF3FD3648631ED5B0878EA0F58C0D9D,0000000010,5EF3FD3648631ED5AFBB0617389D53E6,5EF3FD3648631ED5B0878EA0F5936D9D,EUR,103.53,87.00,16.53,,,00000000,
5EF3FD3648631ED5B0878EA0F5A2CD9D,5EF3FD3648631ED5B0878EA0F58C0D9D,0000000020,5EF3FD3648631ED5AFBB0617389D73E6,5EF3FD3648631ED5B0878EA0F5938D9D,MXN,40.46,34.00,6.46,,,00000000,
5EF3FD3648631ED5B0878EA0F5A2ED9D,5EF3FD3648631ED5B0878EA0F58C0D9D,0000000030,5EF3FD3648631ED5AFBB0617389D93E6,5EF3FD3648631ED5B0878EA0F593AD9D,ARS,106.74,89.70,17.04,,,00000000,
5EF3FD3648631ED5B0878EA0F5A30D9D,5EF3FD3648631ED5B0878EA0F58C2D9D,0000000010,5EF3FD3648631ED5AFBB0617389833E6,5EF3FD3648631ED5B0878EA0F593CD9D,EUR,547.40,460.00,87.40,,,00000000,
5EF3FD3648631ED5B0878EA0F5A32D9D,5EF3FD3648631ED5B0878EA0F58C2D9D,0000000020,5EF3FD3648631ED5AFBB0617389853E6,5EF3FD3648631ED5B0878EA0F593ED9D,GBP,1017.45,855.00,162.45,,,00000000,
5EF3FD3648631ED5B0878EA0F5A34D9D,5EF3FD3648631ED5B0878EA0F58C2D9D,0000000030,5EF3FD3648631ED5AFBB0617389873E6,5EF3FD3648631ED5B0878EA0F5940D9D,EUR,410.55,345.00,65.55,,,00000000,
5EF3FD3648631ED5B0878EA0F5A36D9D,5EF3FD3648631ED5B0878EA0F58C2D9D,0000000040,5EF3FD3648631ED5AFBB0617389893E6,5EF3FD3648631ED5B0878EA0F5942D9D,USD,949.62,798.00,151.62,,,00000000,
5EF3FD3648631ED5B0878EA0F5A38D9D,5EF3FD3648631ED5B0878EA0F58C2D9D,0000000050,5EF3FD3648631ED5AFBB06173898B3E6,5EF3FD3648631ED5B0878EA0F5944D9D,CAD,1023.40,860.00,163.40,,,00000000,
5EF3FD3648631ED5B0878EA0F5A3AD9D,5EF3FD3648631ED5B0878EA0F58C2D9D,0000000060,5EF3FD3648631ED5AFBB06173898D3E6,5EF3FD3648631ED5B0878EA0F5946D9D,MXN,1463.70,1230.00,233.70,,,00000000,
5EF3FD3648631ED5B0878EA0F5A3CD9D,5EF3FD3648631ED5B0878EA0F58C2D9D,0000000070,5EF3FD3648631ED5AFBB06173896D3E6,5EF3FD3648631ED5B0878EA0F5948D9D,EUR,3412.92,2868.00,544.92,,,00000000,
5EF3FD3648631ED5B0878EA0F5A3ED9D,5EF3FD3648631ED5B0878EA0F58C2D9D,0000000080,5EF3FD3648631ED5AFBB06173896F3E6,5EF3FD3648631ED5B0878EA0F594AD9D,EUR,1486.31,1249.00,237.31,,,00000000,
5EF3FD3648631ED5B0878EA0F5A40D9D,5EF3FD3648631ED5B0878EA0F58C4D9D,0000000010,5EF3FD3648631ED5AFBB06173899F3E6,5EF3FD3648631ED5B0878EA0F594CD9D,EUR,21.42,18.00,3.42,,,00000000,
5EF3FD3648631ED5B0878EA0F5A42D9D,5EF3FD3648631ED5B0878EA0F58C4D9D,0000000020,5EF3FD3648631ED5AFBB0617389A13E6,5EF3FD3648631ED5B0878EA0F594ED9D,EUR,16.66,14.00,2.66,,,00000000,
5EF3FD3648631ED5B0878EA0F5A44D9D,5EF3FD3648631ED5B0878EA0F58C4D9D,0000000030,5EF3FD3648631ED5AFBB0617389A33E6,5EF3FD3648631ED5B0878EA0F5950D9D,ARS,26.18,22.00,4.18,,,00000000,
5EF3FD3648631ED5B0878EA0F5A46D9D,5EF3FD3648631ED5B0878EA0F58C4D9D,0000000040,5EF3FD3648631ED5AFBB0617389A53E6,5EF3FD3648631ED5B0878EA0F5952D9D,BRL,49.98,42.00,7.98,,,00000000,
5EF3FD3648631ED5B0878EA0F5A48D9D,5EF3FD3648631ED5B0878EA0F58C4D9D,0000000050,5EF3FD3648631ED5AFBB0617389A73E6,5EF3FD3648631ED5B0878EA0F5954D9D,CAD,19.04,16.00,3.04,,,00000000,
5EF3FD3648631ED5B0878EA0F5A4AD9D,5EF3FD3648631ED5B0878EA0F58C4D9D,0000000060,5EF3FD3648631ED5AFBB0617389A93E6,5EF3FD3648631ED5B0878EA0F5956D9D,CHF,61.88,52.00,9.88,,,00000000,
5EF3FD3648631ED5B0878EA0F5A4CD9D,5EF3FD3648631ED5B0878EA0F58C6D9D,0000000010,5EF3FD3648631ED5AFBB06173898F3E6,5EF3FD3648631ED5B0878EA0F5958D9D,EUR,1975.40,1660.00,315.40,,,00000000,
5EF3FD3648631ED5B0878EA0F5A4ED9D,5EF3FD3648631ED5B0878EA0F58C6D9D,0000000020,5EF3FD3648631ED5AFBB0617389913E6,5EF3FD3648631ED5B0878EA0F595AD9D,ARS,1166.20,980.00,186.20,,,00000000,
5EF3FD3648631ED5B0878EA0F5A50D9D,5EF3FD3648631ED5B0878EA0F58C6D9D,0000000030,5EF3FD3648631ED5AFBB0617389933E6,5EF3FD3648631ED5B0878EA0F595CD9D,EUR,830.62,698.00,132.62,,,00000000,
5EF3FD3648631ED5B0878EA0F5A52D9D,5EF3FD3648631ED5B0878EA0F58C8D9D,0000000010,5EF3FD3648631ED5AFBB0617389B33E6,5EF3FD3648631ED5B0878EA0F595ED9D,ARS,168.74,141.80,26.94,,,00000000,
5EF3FD3648631ED5B0878EA0F5A54D9D,5EF3FD3648631ED5B0878EA0F58C8D9D,0000000020,5EF3FD3648631ED5AFBB0617389B53E6,5EF3FD3648631ED5B0878EA0F5960D9D,ZAR,194.45,163.40,31.05,,,00000000,
5EF3FD3648631ED5B0878EA0F5A56D9D,5EF3FD3648631ED5B0878EA0F58C8D9D,0000000030,5EF3FD3648631ED5AFBB0617389B73E6,5EF3FD3648631ED5B0878EA0F5962D9D,USD,361.28,303.60,57.68,,,00000000,
5EF3FD3648631ED5B0878EA0F5A58D9D,5EF3FD3648631ED5B0878EA0F58C8D9D,0000000040,5EF3FD3648631ED5AFBB0617389AB3E6,5EF3FD3648631ED5B0878EA0F5964D9D,USD,16.64,13.98,2.66,,,00000000,
5EF3FD3648631ED5B0878EA0F5A5AD9D,5EF3FD3648631ED5B0878EA0F58C8D9D,0000000050,5EF3FD3648631ED5AFBB0617389AD3E6,5EF3FD3648631ED5B0878EA0F5966D9D,EUR,21.40,17.98,3.42,,,00000000,
5EF3FD3648631ED5B0878EA0F5A5CD9D,5EF3FD3648631ED5B0878EA0F58C8D9D,0000000060,5EF3FD3648631ED5AFBB0617389AF3E6,5EF3FD3648631ED5B0878EA0F5968D9D,USD,15.46,12.99,2.47,,,00000000,
5EF3FD3648631ED5B0878EA0F5A5ED9D,5EF3FD3648631ED5B0878EA0F58C8D9D,0000000070,5EF3FD3648631ED5AFBB0617389B13E6,5EF3FD3648631ED5B0878EA0F596AD9D,JPY,49.98,42.00,7.98,,,00000000,
5EF3FD3648631ED5B0878EA0F5A60D9D,5EF3FD3648631ED5B0878EA0F58CAD9D,0000000010,5EF3FD3648631ED5AFBB0617389D33E6,5EF3FD3648631ED5B0878EA0F596CD9D,JPY,65.45,55.00,10.45,,,00000000,
5EF3FD3648631ED5B0878EA0F5A62D9D,5EF3FD3648631ED5B0878EA0F58CAD9D,0000000020,5EF3FD3648631ED5AFBB0617389D53E6,5EF3FD3648631ED5B0878EA0F596ED9D,EUR,103.53,87.00,16.53,,,00000000,
5EF3FD3648631ED5B0878EA0F5A64D9D,5EF3FD3648631ED5B0878EA0F58CAD9D,0000000030,5EF3FD3648631ED5AFBB0617389D73E6,5EF3FD3648631ED5B0878EA0F5970D9D,MXN,121.38,102.00,19.38,,,00000000,
5EF3FD3648631ED5B0878EA0F5A66D9D,5EF3FD3648631ED5B0878EA0F58CAD9D,0000000040,5EF3FD3648631ED5AFBB0617389D93E6,5EF3FD3648631ED5B0878EA0F5972D9D,ARS,35.58,29.90,5.68,,,00000000,
5EF3FD3648631ED5B0878EA0F5A68D9D,5EF3FD3648631ED5B0878EA0F58CCD9D,0000000010,5EF3FD3648631ED5AFBB06173896D3E6,5EF3FD3648631ED5B0878EA0F5974D9D,EUR,2275.28,1912.00,363.28,,,00000000,
5EF3FD3648631ED5B0878EA0F5A6AD9D,5EF3FD3648631ED5B0878EA0F58CCD9D,0000000020,5EF3FD3648631ED5AFBB06173896F3E6,5EF3FD3648631ED5B0878EA0F5976D9D,EUR,2972.62,2498.00,474.62,,,00000000,
5EF3FD3648631ED5B0878EA0F5A6CD9D,5EF3FD3648631ED5B0878EA0F58CCD9D,0000000030,5EF3FD3648631ED5AFBB0617389713E6,5EF3FD3648631ED5B0878EA0F5978D9D,USD,3736.60,3140.00,596.60,,,00000000,
5EF3FD3648631ED5B0878EA0F5A6ED9D,5EF3FD3648631ED5B0878EA0F58CCD9D,0000000040,5EF3FD3648631ED5AFBB0617389733E6,5EF3FD3648631ED5B0878EA0F597AD9D,EUR,5890.50,4950.00,940.50,,,00000000,
5EF3FD3648631ED5B0878EA0F5A70D9D,5EF3FD3648631ED5B0878EA0F58CCD9D,0000000050,5EF3FD3648631ED5AFBB0617389753E6,5EF3FD3648631ED5B0878EA0F597CD9D,USD,711.62,598.00,113.62,,,00000000,
5EF3FD3648631ED5B0878EA0F5A72D9D,5EF3FD3648631ED5B0878EA0F58CCD9D,0000000060,5EF3FD3648631ED5AFBB0617389773E6,5EF3FD3648631ED5B0878EA0F597ED9D,EUR,4757.62,3998.00,759.62,,,00000000,
5EF3FD3648631ED5B0878EA0F5A74D9D,5EF3FD3648631ED5B0878EA0F58CCD9D,0000000070,5EF3FD3648631ED5AFBB0617389793E6,5EF3FD3648631ED5B0878EA0F5980D9D,JPY,2735.81,2299.00,436.81,,,00000000,
5EF3FD3648631ED5B0878EA0F5A76D9D,5EF3FD3648631ED5B0878EA0F58CCD9D,0000000080,5EF3FD3648631ED5AFBB06173897B3E6,5EF3FD3648631ED5B0878EA0F5982D9D,EUR,1092.42,918.00,174.42,,,00000000,
5EF3FD3648631ED5B0878EA0F5A78D9D,5EF3FD3648631ED5B0878EA0F58CCD9D,0000000090,5EF3FD3648631ED5AFBB06173897D3E6,5EF3FD3648631ED5B0878EA0F5984D9D,MXN,531.93,447.00,84.93,,,00000000,
5EF3FD3648631ED5B0878EA0F5A7AD9D,5EF3FD3648631ED5B0878EA0F58CED9D,0000000010,5EF3FD3648631ED5AFBB06173897F3E6,5EF3FD3648631ED5B0878EA0F5986D9D,ARS,1998.01,1679.00,319.01,,,00000000,
5EF3FD3648631ED5B0878EA0F5A7CD9D,5EF3FD3648631ED5B0878EA0F58CED9D,0000000020,5EF3FD3648631ED5AFBB0617389813E6,5EF3FD3648631ED5B0878EA0F5988D9D,USD,1827.84,1536.00,291.84,,,00000000,
